gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Expression,ipr,description
ACROYT_G011293,119.772388101383,-1.27021801237008,0.291556530722524,-4.35667830599534,1.32051126006818e-5,0.00147705882684148,Down,NA,NA
ACROYT_G013502,406.161717621201,1.01645505262394,0.233253291240859,4.35773080506866,1.31417881404425e-5,0.00147705882684148,Up,"Zinc finger, CHCC-type","mitochondrial electron transport, NADH to ubiquinone"
ACROYT_G019129,83.0301414137065,-1.18804748161555,0.272626338144285,-4.35778688773197,1.31384220243667e-5,0.00147705882684148,Down,Dbl homology domain;-;Pleckstrin homology domain-containing family G member 5/7;WD40-repeat-containing domain superfamily;Dbl homology (DH) domain superfamily,Rho guanyl-nucleotide exchange factor activity
ACROYT_G023543,803.932344010015,-1.66846844563553,0.383734541223755,-4.34797566128573,1.37399847304922e-5,0.00151493145928484,Down,Myeloid leukemia factor,myeloid leukemia factor 1
ACROYT_G002805,98.1739740326873,1.86843102614174,0.429933631212714,4.34585919894533,1.3873154258173e-5,0.00151876602219262,Up,"Cryptochrome/DNA photolyase class 1;DNA photolyase, N-terminal;Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily;Cryptochrome/DNA photolyase, FAD-binding domain;Cryptochrome/photolyase, N-terminal domain superfamily",FAD binding domain of DNA photolyase
ACROYT_G016960,43.1671243273282,-1.7054081521098,0.392915488791203,-4.34039431063523,1.42227264553774e-5,0.0015460704617268,Down,Tripartite Motif and NHL Repeat Containing E3 Ligases;-,Tripartite motif-containing protein
ACROYT_G026803,63.6509094220236,1.40972157846314,0.325131894637082,4.33584524224146,1.45201078392964e-5,0.00156735933291874,Up,"DNAJC9, HTH domain;DnaJ domain;Chaperone J-domain superfamily;J domain-containing protein",homolog subfamily C member 9
ACROYT_G013062,6590.96508694897,-1.82901373699766,0.423495236881176,-4.31885314807175,1.56842096645513e-5,0.00166966524401389,Down,"Heat shock factor (HSF)-type, DNA-binding;-;Winged helix DNA-binding domain superfamily",cellular response to nitroglycerin
ACROYT_G034560,13.7392713571985,-2.5726356079719,0.595543637728822,-4.31981041352898,1.56163303174462e-5,0.00166966524401389,Down,Tetratricopeptide-like helical domain superfamily;Right handed beta helix domain;P-loop containing nucleoside triphosphate hydrolase;Pectin lyase fold/virulence factor,Tetratricopeptide repeat
ACROYT_G006428,66.6218680112834,1.03109009237174,0.239359322066066,4.3077081079263,1.64954870264621e-5,0.00173213835197598,Up,Large ribosomal subunit protein uL23-like;Ribosomal protein uL23/eL15/eS24 core domain superfamily,mitochondrial translation
ACROYT_G009718,127.956199140702,1.11355621715733,0.258648151624821,4.30529354322462,1.66764455422355e-5,0.00173930819858072,Up,"Zinc finger, RING-type;-;Lon protease, N-terminal domain;Tetratricopeptide-like helical domain superfamily;PUA-like superfamily",LON peptidase N-terminal domain and RING finger
ACROYT_G022366,2609.95265095975,1.67135950737237,0.38977976356369,4.28795864641975,1.80322653091199e-5,0.00186249483318845,Up,NA,NA
ACROYT_G027816,67.876548935888,1.20813165417227,0.282121772652848,4.28230562573023,1.84966687455022e-5,0.00187838538654982,Up,Methyltransferase type 11;S-adenosyl-L-methionine-dependent methyltransferase superfamily,Methyltransferase domain
ACROYT_G037714,60.19991529244,-1.38395370772228,0.323155192950572,-4.28262871187702,1.84698226478434e-5,0.00187838538654982,Down,Death-like domain superfamily;-;Death domain-containing protein CRADD;CARD domain,Caspase recruitment domain
ACROYT_G021610,154.257226582777,-1.47035018172868,0.344431916699027,-4.26891385624262,1.96427104681276e-5,0.00198173123389554,Down,"N4BP1, first type I KH-domain;Rege-1, UBA-like domain;Ribonuclease Zc3h12a-like, NYN domain;ZC3H12/N4BP1 Ribonuclease and Regulator",Zinc finger CCCH-type containing 12B
ACROYT_G001559,446.85328814732,-3.05859905795046,0.717448081517507,-4.26316431355015,2.0155219573741e-5,0.00200719980219526,Down,NA,NA
ACROYT_G027405,1303.22458234018,-1.19827811701701,0.281841624431689,-4.25160094586187,2.12247803232902e-5,0.00207358043715385,Down,NA,NA
ACROYT_G005620,180.41196807936,-1.38790406713012,0.327314513424111,-4.24027658477757,2.23244536556481e-5,0.00215940664205946,Down,"Ubiquitin-like domain superfamily;FERM central domain;-;FERM superfamily, second domain",cortical actin cytoskeleton organization
ACROYT_G019581,322.50012151561,3.74869350038536,0.884190894421393,4.23968797240157,2.23830696248713e-5,0.00215940664205946,Up,"Mitochondrial carrier protein, transmembrane region;Mitochondrial carrier protein domain superfamily;ADP/ATP carrier protein, eukaryotic type",ATP:ADP antiporter activity
ACROYT_G036522,561.195350942839,-1.21769653836092,0.287895004498202,-4.22965497606792,2.34049996187838e-5,0.00223012082787375,Down,NA,NA
ACROYT_G026872,589.109295849262,-1.00654428719071,0.238511918220348,-4.22010059162251,2.44193333995745e-5,0.00229839530704776,Down,P-loop containing nucleoside triphosphate hydrolase;Kinesin motor domain;Pleckstrin homology domain;-;SMAD/FHA domain superfamily,Microtubule binding
ACROYT_G030732,79.1454431071156,-2.25585784775702,0.536694988247364,-4.20324000997991,2.6312133500643e-5,0.00246153995585409,Down,"Acyl-CoA N-acyltransferase;-;N-acetyltransferase, camello-type;GNAT domain",aspartate N-acetyltransferase activity
ACROYT_G028247,19.3727150734246,-2.88206659166517,0.68596754360173,-4.20146203497128,2.65196725315504e-5,0.0024660100313073,Down,NA,NA
ACROYT_G040177,1759.83059770635,1.80687789644309,0.430326245799863,4.19885590079354,2.68266960040771e-5,0.00247962203304751,Up,"Alpha carbonic anhydrase domain superfamily;Carbonic anhydrase, alpha-class;Alpha carbonic anhydrase domain",Eukaryotic-type carbonic anhydrase
ACROYT_G019824,241.539674912948,1.20831219996077,0.288408229082096,4.18958988724563,2.79459066848445e-5,0.00256769652135273,Up,"ATP-cone domain;Ribonucleotide reductase R1 subunit, N-terminal;Ribonucleoside-diphosphate reductase large subunit;Ribonucleotide reductase large subunit, C-terminal;-;Ribonucleotide reductase large subunit, N-terminal",ribonucleoside-diphosphate reductase activity
ACROYT_G003536,184.381221208069,-2.05929522541904,0.492204354147514,-4.18382163438129,2.86649048415905e-5,0.00261817438541296,Down,Iodothyronine deiodinase,Iodothyronine deiodinase
ACROYT_G039401,294.4449088011,-1.38683355197886,0.331607374028477,-4.18215534573656,2.88758553491784e-5,0.00262192766570539,Down,"Spondin/Thrombospondin type-1 domain-containing;Spondin, N-terminal",serine-type endopeptidase inhibitor activity
ACROYT_G020245,43.8876907699103,2.0428455057774,0.489059455241044,4.17709029829623,2.95261833464295e-5,0.00266529921716658,Up,Organic solute transporter subunit alpha/Transmembrane protein 184,transporter activity
ACROYT_G005718,129.669468017885,1.12967302781394,0.270785187279023,4.17184203894395,3.02147076592932e-5,0.00271023150712034,Up,"Microtubule-associated protein, MAP65/Ase1/PRC1;-",microtubule binding
ACROYT_G006314,666.01677655427,-1.39735651693548,0.335278654955676,-4.16774672733105,3.07625463416984e-5,0.0027222456900761,Down,"Zinc finger, RING-type;-",RING-like zinc finger
ACROYT_G029061,2312.37870631094,-1.61228933266886,0.387335859782942,-4.16250985274735,3.14768555383307e-5,0.002730624253285,Down,"Salt-Inducible kinase, catalytic domain;-;Protein kinase-like domain superfamily;Protein kinase domain",negative regulation of triglyceride biosynthetic process
ACROYT_G008025,172.885231078093,1.1947499447114,0.287461780373315,4.15620449842,3.2357821788041e-5,0.00277897845829207,Up,NA,NA
ACROYT_G036614,178.304738865624,1.08775610035001,0.261957643403411,4.15241214655027,3.28989068522503e-5,0.00280567694017313,Up,Flavinator of succinate dehydrogenase superfamily;Flavinator of succinate dehydrogenase;-,protein-FAD linkage
ACROYT_G002900,141.993240064896,-2.23240442464262,0.539224647522624,-4.14002667515111,3.47265437771037e-5,0.00291661300157257,Down,"TRAF1-6, MATH domain",thioesterase binding
ACROYT_G006589,1175.04736503458,1.05594817078015,0.254982978016194,4.1412496590776,3.4541873544149e-5,0.00291661300157257,Up,TspO/MBR-related protein,TspO/MBR family
ACROYT_G018673,228.420266410943,-2.99524562166056,0.723530803687174,-4.13976240734539,3.47665711511631e-5,0.00291661300157257,Down,NA,NA
ACROYT_G027735,191.76095845512,-1.33080019147744,0.321780870898724,-4.1357343205659,3.53821363455489e-5,0.00293633686360157,Down,"SOS1/NGEF-like, PH domain;-;Dbl homology (DH) domain superfamily;Dbl homology domain;SH3 domain;SH3-like domain superfamily",Rho guanine nucleotide exchange factor
ACROYT_G040968,88.434723413426,-2.99063010229159,0.722932704988802,-4.1368028886422,3.52178385688862e-5,0.00293633686360157,Down,Protein of unknown function DUF4419,Domain of unknown function (DUF4419)
ACROYT_G024921,408.486708654906,-2.09116020135978,0.507359483420395,-4.12165391540945,3.76162018905491e-5,0.0030885302786304,Down,NA,NA
ACROYT_G021924,976.068858083511,-1.12911406909063,0.274746717510398,-4.10965444581845,3.96251621971722e-5,0.0032362645697119,Down,NA,-
ACROYT_G022987,29.0277618839193,-3.05522483194823,0.743662518043495,-4.10834855572153,3.98498380124373e-5,0.00323748473452622,Down,"Serine-threonine/tyrosine-protein kinase, catalytic domain;-;Protein kinase-like domain superfamily;Non-receptor tyrosine kinases involved in cell signaling",Belongs to the protein kinase superfamily. Tyr protein kinase family
ACROYT_G022660,14.8043978989457,-3.13981271730658,0.765216830008475,-4.10316735620125,4.07532234854368e-5,0.00329354323414242,Down,Proline-rich transmembrane domain-containing protein;Proline-rich transmembrane protein 3/4,-
ACROYT_G007796,42.0953569910443,-1.85450425286819,0.45442956266631,-4.08094984399148,4.48520337520013e-5,0.00360591663018694,Down,NA,NA
ACROYT_G011634,16.3105629776754,-4.15159249423263,1.01837604514279,-4.07667925226041,4.56834407344459e-5,0.00365372845169382,Down,"Phosphatidylinositol 4,5-bisphosphate 4-phosphatase",Transmembrane protein 55A
ACROYT_G037591,1634.48905468588,-1.70021610887217,0.417783293803518,-4.06961248592142,4.70913991583485e-5,0.00374692184231065,Down,Zinc finger C2H2 superfamily,Krueppel-like factor
ACROYT_G031307,30.4196941733419,-5.35327082786461,1.31653029492085,-4.06619646241141,4.77866554327132e-5,0.00378274263209929,Down,"Lipoxygenase;Lipoxygenase, C-terminal;Lipoxigenase, C-terminal domain superfamily",PFAM Lipoxygenase
ACROYT_G034050,15.7804549991774,-5.66019602316377,1.39520763248763,-4.05688435998,4.97316896123301e-5,0.00389674294850724,Down,NA,NA
ACROYT_G039938,98.7090814164958,-1.25005336395432,0.308391531166653,-4.05346203647468,5.04651925601985e-5,0.00393424602201629,Down,"CUB domain;Spermadhesin, CUB domain superfamily;-;Low-density lipoprotein (LDL) receptor class A repeat",cobalamin catabolic process
ACROYT_G036137,16.4265690719362,3.11580391077845,0.769140963310583,4.05101803103455,5.09952771858669e-5,0.00395559346050775,Up,NA,NA
ACROYT_G005802,335.662594997167,-1.64508315963592,0.406531206333129,-4.04663438872112,5.19592996992478e-5,0.00401021875078795,Down,NA,nucleic acid binding
ACROYT_G018581,18.6849264125313,-2.6202134863062,0.64804804480765,-4.04323955191303,5.2717710146785e-5,0.0040284681872563,Down,"G protein-coupled receptor, rhodopsin-like",Serpentine type 7TM GPCR chemoreceptor Srw
ACROYT_G026002,948.879648419658,1.41980132402773,0.352071572664306,4.03270651272231,5.51381238522128e-5,0.00417211803815077,Up,NA,NA
ACROYT_G006055,48.6503052852506,-2.16553137266143,0.537314677919366,-4.03028515998665,5.57092270687632e-5,0.00417440596618169,Down,NA,NA
ACROYT_G018461,58.9653734327798,1.45595977044552,0.361173376707404,4.0311935052318,5.54943299923708e-5,0.00417440596618169,Up,NA,SPARC-related modular calcium-binding protein
ACROYT_G007652,153.573021911267,1.09657972340488,0.272593460143639,4.02276607379744,5.75186176703424e-5,0.00428916609835461,Up,"dUTPase-like;dUTPase-like superfamily;dUTPase, trimeric;Deoxyuridine triphosphate nucleotidohydrolase",dUTP diphosphatase activity
ACROYT_G016500,54.2973030908198,-1.30944950736492,0.326903937188062,-4.00560947239867,6.18577767165889e-5,0.00454684114951079,Down,"GPS motif;GPCR, family 2, secretin-like;-",G-protein coupled receptor activity
ACROYT_G018561,101.65540108267,-1.43176162244805,0.357384463351165,-4.00622234392212,6.16975742618251e-5,0.00454684114951079,Down,"Immunoglobulin-like domain superfamily;-;Protein kinase-like domain superfamily;Receptor Tyrosine Kinase;Serine-threonine/tyrosine-protein kinase, catalytic domain",Belongs to the protein kinase superfamily. Tyr protein kinase family. CSF-1 PDGF receptor subfamily
ACROYT_G020126,118.148332067325,-1.70151719078807,0.425516504198344,-3.99871021217769,6.36886008289874e-5,0.00460749095711975,Down,C-type lectin and snaclec domain-containing protein;C-type lectin fold,C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
ACROYT_G021579,75.6014221206367,-2.37418505033935,0.593539486994403,-4.0000456622724,6.33302627978947e-5,0.00460749095711975,Down,Olfactomedin-like domain-containing protein;Olfactomedin-like domain,Olfactomedin-like 1
ACROYT_G036907,1155.86589440763,-1.61861074327465,0.404754917017909,-3.99898969776574,6.36134487168155e-5,0.00460749095711975,Down,Ets domain;Sterile alpha motif/pointed domain superfamily;Winged helix DNA-binding domain superfamily;ETS family,sequence-specific DNA binding
ACROYT_G038405,1648.72630501272,-1.76592482779708,0.441931693073664,-3.99592257236623,6.44427952422842e-5,0.00460749095711975,Down,"NF-kappa-B essential modulator NEMO, CC2-LZ domain;-",TNFAIP3-interacting protein 3
ACROYT_G006387,289.780834044896,1.56491732868039,0.392988017166409,3.98209935245361,6.83092120964621e-5,0.00485908293972806,Up,"Inner centromere protein, ARK-binding domain","Inner centromere protein, ARK binding region"
ACROYT_G010788,28.2726638883836,2.07720521128082,0.522233526278005,3.977540902219,6.96316479187334e-5,0.00488560962397077,Up,NA,proline-rich protein 11
ACROYT_G026076,554.252742019272,-1.51605902897406,0.381071881801107,-3.97840696565834,6.93785480265509e-5,0.00488560962397077,Down,NADH-ubiquinone reductase complex 1 MLRQ subunit,NADH-ubiquinone reductase complex 1 MLRQ subunit
ACROYT_G011400,78.6183344465619,1.00337301952484,0.252490663412172,3.97390147407908,7.0704820381007e-5,0.00491621444775326,Up,"DNA replication complex GINS protein PSF2, N-terminal domain;GINS subunit, domain A;-;DNA replication complex GINS protein Psf2;GINS, helical bundle-like domain superfamily",cell cycle DNA replication initiation
ACROYT_G012227,126.775554521405,-1.27560294436215,0.321260009109723,-3.97062475313099,7.16844082158407e-5,0.00496197544941577,Down,NA,NA
ACROYT_G037840,83.3825292274845,-1.66526358931491,0.420561222813849,-3.959622283227,7.50683989704983e-5,0.00515002580670494,Down,NA,NA
ACROYT_G001545,12.9546481313411,-3.57706016506445,0.906750773361222,-3.94492099720488,7.98262923300085e-5,0.00535049326819872,Down,NA,NA
ACROYT_G005288,151.419962628435,-1.92929048759638,0.489055764722018,-3.94492944724411,7.98234774559945e-5,0.00535049326819872,Down,"ZP-N domain;ZP-C domain;UMOD/GP2/OIT3-like, D8C domain",CUB and zona pellucida-like domain-containing protein
ACROYT_G009093,400.365170233107,1.05998840490849,0.268646272491712,3.94566578228326,7.95785498080924e-5,0.00535049326819872,Up,RutC-like superfamily;YjgF/YER057c/UK114 family,Reactive intermediate imine deaminase A homolog
ACROYT_G035626,14.7994394495888,-3.35615128968393,0.850910187912014,-3.94418980682244,8.00702218809215e-5,0.00535049326819872,Down,"TRAF1-6, MATH domain;-",thioesterase binding
ACROYT_G009919,56.008945638174,2.87821534344532,0.730424218184201,3.940470854869,8.13218309557682e-5,0.00541070595962602,Up,"Golgi-associated plant pathogenesis-related protein 1, SCP domain;Cysteine-rich secretory protein-related;CAP superfamily;CAP domain",Golgi-associated plant pathogenesis-related protein
ACROYT_G037349,104.491161540742,1.4293066878997,0.362852498181186,3.93908460066875,8.17930869156276e-5,0.00541870424733746,Up,Ammonium transporter AmtB-like domain,ammonium transmembrane transporter activity
ACROYT_G021339,143.824993328394,1.70295700009566,0.433560167209826,3.9278446889045,8.5710529520568e-5,0.00565396467384397,Up,NA,NA
ACROYT_G027051,101.478310331976,1.33390593670477,0.340564845695298,3.9167458226097,8.9752291322247e-5,0.00584563868713167,Up,Diacylglycerol acyltransferase,O-acyltransferase
ACROYT_G003362,104.033825122923,-1.61779799711149,0.413655694656249,-3.91097721610212,9.19234442456593e-5,0.00593694680073639,Down,NA,NA
ACROYT_G017013,58.705706854638,1.11640461431,0.28538298063382,3.91195232396316,9.15529884006609e-5,0.00593694680073639,Up,POLO box domain;-;Protein kinase domain;First polo-box domain;Second polo-box domain;Protein kinase-like domain superfamily,protein serine/threonine kinase activity
ACROYT_G023727,26.1093998673217,-1.82476859019749,0.468124774019577,-3.89803892353105,9.697483185847e-5,0.00621345941974125,Down,NA,NA
ACROYT_G036595,53.8600915777533,-1.08819965087964,0.279234040974658,-3.897088073794,9.73562208741468e-5,0.00621345941974125,Down,"Trace Amine-Associated Receptor;-;G protein-coupled receptor, rhodopsin-like",adenylate cyclase-activating dopamine receptor signaling pathway
ACROYT_G041338,167.000353849876,-1.0348662855054,0.265558117909036,-3.89694841059194,9.74123593921601e-5,0.00621345941974125,Down,Zinc finger C2HC domain-containing protein 1C,metal ion binding
ACROYT_G024706,63.8583745031221,-1.03129523763943,0.26487259806549,-3.8935520139552,9.87870087516315e-5,0.00624949289791059,Down,NA,NA
ACROYT_G027661,11738.3096209962,-1.34864228195171,0.346354498220416,-3.89382060542332,9.86776363104932e-5,0.00624949289791059,Down,ETS family;Winged helix DNA-binding domain superfamily;-;Sterile alpha motif/pointed domain superfamily;Ets domain;Pointed domain,sequence-specific DNA binding
ACROYT_G001555,249.668504482018,-1.56395404345509,0.402482887906831,-3.885765309399,1.0200801917097e-4,0.00640079586960617,Down,NA,-
ACROYT_G001287,74.4847202742174,-1.42716507452714,0.367484284561505,-3.88360845479441,1.0291759358157e-4,0.00643172459321917,Down,NA,NA
ACROYT_G005930,810.410509039773,-1.13315553629815,0.29209642436667,-3.87938859147311,1.047193495178e-4,0.00651793499660015,Down,"Cysteine-rich secretory protein-related;CAP superfamily;Golgi-associated plant pathogenesis-related protein 1, SCP domain;CAP domain",Belongs to the CRISP family
ACROYT_G013715,54.2913893712687,1.73083636934719,0.446739603741484,3.87437414290401,1.0689907189131e-4,0.00657407997495778,Up,"Armadillo;Atypical Arm repeat;Importin-alpha, importin-beta-binding domain;Armadillo-type fold;-",Functions in nuclear protein import
ACROYT_G021853,178.02064407896,-1.62539558265238,0.41947594878097,-3.87482425959322,1.0670167597924e-4,0.00657407997495778,Down,"DnaJ homolog subfamily B;-;DnaJ domain;HSP40/DnaJ peptide-binding;Chaperone DnaJ, C-terminal;Chaperone J-domain superfamily",subfamily B member 4
ACROYT_G008166,39.834359476927,-1.62342205435008,0.41926505227029,-3.87206623962423,1.0791661311284e-4,0.00661032079369021,Down,Sterile alpha motif/pointed domain superfamily;-;Sterile alpha motif domain;Endonuclease/exonuclease/phosphatase superfamily;Endonuclease/exonuclease/phosphatase;Chitin synthase;Nucleotide-diphospho-sugar transferases,cell wall polysaccharide biosynthetic process
ACROYT_G022508,31.3163705126497,-1.89479969500914,0.490133960779012,-3.86588126233402,1.1068878359994e-4,0.00675332831481735,Down,NA,NA
ACROYT_G009998,60.1787287729827,-1.8310313417732,0.474528606099741,-3.85863216302779,1.1402340172785e-4,0.00687525480105912,Down,Zinc finger C2H2 superfamily;Zinc finger,nucleic acid binding
ACROYT_G023494,236.501059481637,1.48785677675752,0.385452327059448,3.86002800426225,1.1337403134284e-4,0.00687525480105912,Up,NA,NA
ACROYT_G023954,348.043835849035,-1.03194581166604,0.26740304524045,-3.85914008846873,1.1378670074308e-4,0.00687525480105912,Down,NA,-
ACROYT_G006252,3725.42149121413,1.1572784694562,0.300084077720565,3.85651407514478,1.1501547836076e-4,0.00688131365882454,Up,"Cathepsin Z;Peptidase C1A;Papain-like cysteine peptidase superfamily;Peptidase C1A, papain C-terminal",Cathepsin Z
ACROYT_G024947,123.260335257025,-2.7400221943243,0.710477519330365,-3.8565923900123,1.1497865251328e-4,0.00688131365882454,Down,Concanavalin A-like lectin/glucanase domain superfamily;Neuronal Pentraxin and Related;Pentraxin domain,Pentaxin family
ACROYT_G037500,45.7741189944792,1.65675527968641,0.430287278328097,3.85034688016762,1.1795065243733e-4,0.00700263950393326,Up,"L-threonine ammonia-lyase, ACT domain;Tryptophan synthase beta chain-like, PALP domain superfamily;-;Serine/Threonine Dehydratase;Tryptophan synthase beta chain-like, PALP domain",Threonine dehydratase
ACROYT_G004573,190.363310028226,1.24155625227059,0.322859954473675,3.84549472632669,1.2030945219724e-4,0.00703445721256331,Up,"Peptidase S10, serine carboxypeptidase;Alpha/Beta hydrolase fold",serine-type carboxypeptidase activity
ACROYT_G005937,441.314940398838,-1.14700287486096,0.29860633525101,-3.8411873408405,1.224406209224e-4,0.00713205065871054,Down,NA,NA
ACROYT_G019686,24.0187974741837,-2.74062292095942,0.714781419167376,-3.83421119725226,1.2596787678648e-4,0.00728254736358119,Down,Wnt,Ligand for members of the frizzled family of seven transmembrane receptors
ACROYT_G017160,44.2408479823549,-2.83000789658418,0.739038703636009,-3.82930945654237,1.2850333509155e-4,0.00737389397945413,Down,NA,NA
ACROYT_G040025,90.0037355324288,-1.06243733755227,0.277387814158846,-3.8301514461766,1.2806441631869e-4,0.00737389397945413,Down,NA,NA
ACROYT_G036895,341.056058884309,1.19867506759989,0.313156837096888,3.82771482402292,1.2933848510252e-4,0.00739432909645399,Up,EF-hand domain pair;-,calcium ion binding
ACROYT_G022131,61.7906928320956,-1.62995986776783,0.426372484117864,-3.82285426119864,1.3191575502428e-4,0.00748621909762837,Down,NA,NA
ACROYT_G039494,93.4680513085592,2.28613731787011,0.597891873471225,3.82366347379387,1.3148334607421e-4,0.00748621909762837,Up,"Golgi-associated plant pathogenesis-related protein 1, SCP domain;Cysteine-rich secretory protein-related;CAP domain;CAP superfamily",Golgi-associated plant pathogenesis-related protein 1-like
ACROYT_G007286,32.6087917382816,2.01208423724632,0.526691159151448,3.82023544972349,1.3332434030275e-4,0.00753844145389492,Up,"Histidine phosphatase superfamily, clade-2;Histidine phosphatase superfamily;Histidine Acid Phosphatase",acid phosphatase
ACROYT_G021464,14.1349468135918,2.76731253181578,0.725574669373822,3.81395967723624,1.3675779128999e-4,0.00770435498668764,Up,"Kexin/furin catalytic domain;-;Galactose-binding-like domain superfamily;Peptidase S8, pro-domain;Peptidase S8/S53 domain;Peptidase S8/S53 domain superfamily;P domain",Subtilase family
ACROYT_G040846,162.349726360256,-1.57876171027714,0.414250420790758,-3.81112880287113,1.3833366094478e-4,0.00776479414670462,Down,Collagen/C1q domain-containing,spermatid differentiation
ACROYT_G025889,20.8292331345592,-2.55858250326651,0.671765561540599,-3.80874318325989,1.3967493490831e-4,0.0078116749827707,Down,Striated Muscle Structural and Regulatory Protein;Fibronectin type III;Fibronectin type III superfamily;-;Immunoglobulin-like domain superfamily,Immunoglobulin
ACROYT_G017487,106.241300382953,-3.43577490881604,0.9023389938671,-3.8076320896779,1.4030380084823e-4,0.00781851794185339,Down,NA,NA
ACROYT_G001501,223.078216605464,-1.51260622464782,0.397715954849036,-3.80323244819778,1.4282022895613e-4,0.00790393514026504,Down,Betaine-homocysteine S-methyltransferase;Homocysteine-binding domain;Homocysteine-binding domain superfamily,betaine-homocysteine S-methyltransferase activity
ACROYT_G001773,38.0243441232549,-3.87529361631167,1.0189948340492,-3.80305521364845,1.4292248566829e-4,0.00790393514026504,Down,Fibronectin type III superfamily;Fibronectin type III;-,-
ACROYT_G006843,23.3297326443051,-1.81510922448857,0.477374373550659,-3.8022762114103,1.4337275455261e-4,0.00790393514026504,Down,NA,NA
ACROYT_G037682,173.718636810278,-1.88900666000457,0.498197093043716,-3.79168543209226,1.4962836477501e-4,0.00821944284223164,Down,"Fibrinogen/angiopoietin-like;Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain;Fibrinogen-like, C-terminal",Fibrinogen-related domains (FReDs)
ACROYT_G001679,13.4243680006103,4.91694879076965,1.30168506432779,3.77737205835486,1.5849187668741e-4,0.0084947243352325,Up,"Cyclin-dependent kinase, regulatory subunit;Cyclin-dependent kinase, regulatory subunit superfamily",Cyclin-dependent kinase regulatory subunit
ACROYT_G003671,113.604286488677,-1.46811459075573,0.388328073140357,-3.78060380462141,1.564484718724e-4,0.0084947243352325,Down,NA,NA
ACROYT_G007875,304.083520493823,-1.55099731672859,0.410312985342257,-3.78003468604546,1.5680651237416e-4,0.0084947243352325,Down,Lipoma HMGIC fusion partner-like protein,Lipoma HMGIC fusion partner-like protein
ACROYT_G027369,1052.38808117214,-2.37294932285062,0.627954820771824,-3.77885358047576,1.5755202488998e-4,0.0084947243352325,Down,Rhodanese-like domain superfamily;-;Rhodanese-like domain,Rhodanese-like domain
ACROYT_G035770,13.5588483949928,-2.26984419571418,0.600213011372027,-3.78173107331603,1.5574156146825e-4,0.0084947243352325,Down,Fibronectin type III;-;Fibronectin type III superfamily;Type I Cytokine Receptor;Potassium channel domain,Fibronectin type 3 domain
ACROYT_G040083,31.4758268283437,-4.28221782044792,1.13343979153506,-3.77807260026435,1.5804680943891e-4,0.0084947243352325,Down,"Multicopper oxidase;Cupredoxin;-;Multicopper oxidase, second cupredoxin domain;Multicopper oxidase, C-terminal;Multicopper oxidase-like, N-terminal",iron assimilation by reduction and transport
ACROYT_G009999,50.0511245616613,-1.76849970017365,0.46881082505941,-3.77230986496428,1.6174321206092e-4,0.00853254805462663,Down,Reverse transcriptase domain;-,RNA-directed DNA polymerase from mobile element jockey-like
ACROYT_G011523,1999.32470300995,1.01791744435816,0.269647257994024,3.7749964599333,1.6000993582756e-4,0.00853254805462663,Up,"Peptide methionine sulphoxide reductase MsrA superfamily;Selenoprotein methionine sulfoxide reductase A, helical domain;Peptide methionine sulphoxide reductase MsrA domain",peptide-methionine (S)-S-oxide reductase activity
ACROYT_G021042,235.53514368907,-1.13300275656674,0.300373992771899,-3.77197355240783,1.6196142653573e-4,0.00853254805462663,Down,"Acyl transferase domain;Polyketide synthase, dehydratase domain, N-terminal;Acyl transferase/acyl hydrolase/lysophospholipase;-;Beta-ketoacyl synthase, C-terminal;Thiolase-like;NAD(P)-binding domain superfamily;Thioesterase;Polyketide synthase, dehydratase domain, C-terminal;Polyketide synthase-like, ketoreductase domain;Alpha/Beta hydrolase fold;Beta-ketoacyl synthase-like, N-terminal;Polyketide synthase, C-terminal extension;Polyketide and Nonribosomal Peptide Biosynthesis Enzymes",3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
ACROYT_G021857,320.235178693094,-2.19994994860324,0.583198979498537,-3.77221158804988,1.6180694984787e-4,0.00853254805462663,Down,NA,NA
ACROYT_G042352,6336.38484952024,-1.16786089301505,0.309415579244611,-3.77440882539334,1.6038755239943e-4,0.00853254805462663,Down,N-alpha-acetyltransferase 80;Acyl-CoA N-acyltransferase;GNAT domain,N-acetyltransferase 6
ACROYT_G012548,87.8980793387364,-1.05162409396278,0.279281990014376,-3.7654561753468,1.6624528209165e-4,0.00872844276995511,Down,"C-terminal of Roc, COR-A domain;K Homology domain, type 1;K Homology domain, type 1 superfamily",non-membrane spanning protein tyrosine kinase activity
ACROYT_G013089,178.717803575188,1.00482975156827,0.267007306367882,3.76330432764943,1.676829380717e-4,0.00877408078669443,Up,Cytochrome b5-like heme/steroid binding domain superfamily;-;Cytochrome b5-like heme/steroid binding domain;Fatty acid desaturase domain;Fatty acid desaturase,Fatty acid desaturase
ACROYT_G019567,55.0224411539588,-1.90598544089119,0.507127412568533,-3.75839560957201,1.7100635584461e-4,0.00891775036762637,Down,DPH-type metal-binding domain superfamily;Diphthamide biosynthesis protein 3/4-like;DPH-type metal-binding domain,DPH3 homolog
